# wavelength (nm),nmf_reduced,nmf_oxidized,nmf_semiquinone,pure_oxidized,pure_reduced
5.120000000000000000e+02,1.989311960346292624e-02,4.823351175261249117e-03,1.840906707468986103e-01,1.499999999999999251e-02,1.700000000000000122e-02
5.130000000000000000e+02,1.948408365359959385e-02,5.173037071907215546e-03,1.848442900298373215e-01,1.499999999999999251e-02,1.700000000000000122e-02
5.140000000000000000e+02,1.928135503424817029e-02,6.291162561435081034e-03,1.813624615265508333e-01,1.599999999999999339e-02,1.700000000000000122e-02
5.150000000000000000e+02,1.880834493147172382e-02,4.485391570940267317e-03,1.831184303668328406e-01,1.399999999999999162e-02,1.700000000000000122e-02
5.160000000000000000e+02,1.904941112145571228e-02,4.674522370612717130e-03,1.792531063018567294e-01,1.399999999999999162e-02,1.600000000000000033e-02
5.170000000000000000e+02,1.852456202900689894e-02,5.619509621050353468e-03,1.782248943930893614e-01,1.499999999999999251e-02,1.700000000000000122e-02
5.180000000000000000e+02,1.856686974714470348e-02,4.776176147850653628e-03,1.757004078836125471e-01,1.399999999999999162e-02,1.700000000000000122e-02
5.190000000000000000e+02,1.864630119890820989e-02,3.952561069834045065e-03,1.760465153125018445e-01,1.399999999999999162e-02,1.600000000000000033e-02
5.200000000000000000e+02,1.896343112135363482e-02,3.384971040030733576e-03,1.727845832907908552e-01,1.399999999999999162e-02,1.600000000000000033e-02
5.210000000000000000e+02,1.833226242271989229e-02,3.702278425395069249e-03,1.735523752824467136e-01,1.399999999999999162e-02,1.600000000000000033e-02
5.220000000000000000e+02,1.858430879269119124e-02,3.495073701946731226e-03,1.674419916295702693e-01,1.399999999999999162e-02,1.499999999999999944e-02
5.230000000000000000e+02,1.805413162176825251e-02,3.652074238545424678e-03,1.693824783211359819e-01,1.299999999999999073e-02,1.499999999999999944e-02
5.240000000000000000e+02,1.747397974845242910e-02,3.919767103722887266e-03,1.700085460890222722e-01,1.299999999999999073e-02,1.499999999999999944e-02
5.250000000000000000e+02,1.717448910065449280e-02,3.669473641341150678e-03,1.685325122388853514e-01,1.299999999999999073e-02,1.499999999999999944e-02
5.260000000000000000e+02,1.680712096615603543e-02,2.639570430268874720e-03,1.690242076323884290e-01,1.200000000000000372e-02,1.499999999999999944e-02
5.270000000000000000e+02,1.625385301270040189e-02,2.521118036625840959e-03,1.663105187189932999e-01,1.200000000000000372e-02,1.400000000000001243e-02
5.280000000000000000e+02,1.486960856990312066e-02,3.258207870072229919e-03,1.675383208724664508e-01,1.200000000000000372e-02,1.400000000000001243e-02
5.290000000000000000e+02,1.561127194004940065e-02,2.683878146399378082e-03,1.629108688501699764e-01,1.200000000000000372e-02,1.400000000000001243e-02
5.300000000000000000e+02,1.722601708674958987e-02,9.135363811343383397e-04,1.579367318455742464e-01,1.200000000000000372e-02,1.499999999999999944e-02
5.310000000000000000e+02,1.687250538025924715e-02,6.077390431584131936e-04,1.589595627231460973e-01,1.200000000000000372e-02,1.499999999999999944e-02
5.320000000000000000e+02,1.615167280672252445e-02,2.206920566137839101e-03,1.582210414562374157e-01,1.200000000000000372e-02,1.400000000000001243e-02
5.330000000000000000e+02,1.606792819523766847e-02,2.454232801012081952e-03,1.601241852995702042e-01,1.200000000000000372e-02,1.400000000000001243e-02
5.340000000000000000e+02,1.653529245596178573e-02,1.944036658142858903e-03,1.580223107590952858e-01,1.200000000000000372e-02,1.499999999999999944e-02
5.350000000000000000e+02,1.654123231383209172e-02,2.099578405114663985e-03,1.575886609042427555e-01,1.200000000000000372e-02,1.400000000000001243e-02
5.360000000000000000e+02,1.654898913221600903e-02,2.267130085332222204e-03,1.557530148472962561e-01,1.200000000000000372e-02,1.400000000000001243e-02
5.370000000000000000e+02,1.715862302758195540e-02,2.051893402445214686e-03,1.530926308122645685e-01,1.200000000000000372e-02,1.499999999999999944e-02
5.380000000000000000e+02,1.643993142269355168e-02,2.200357011092768204e-03,1.578984397413408514e-01,1.200000000000000372e-02,1.400000000000001243e-02
5.390000000000000000e+02,1.635900870849894828e-02,1.800871050849988612e-03,1.556347349164075022e-01,1.200000000000000372e-02,1.400000000000001243e-02
5.400000000000000000e+02,1.575701882154491654e-02,2.137657616878598822e-03,1.560853957266699621e-01,1.100000000000000283e-02,1.400000000000001243e-02
5.410000000000000000e+02,1.535981220037583098e-02,2.118288405115916363e-03,1.577839384242535892e-01,1.100000000000000283e-02,1.300000000000001155e-02
5.420000000000000000e+02,1.570381700289454757e-02,1.611199031730881385e-03,1.565865934980182894e-01,1.100000000000000283e-02,1.300000000000001155e-02
5.430000000000000000e+02,1.589162167738937884e-02,2.294681489980851270e-03,1.560269054927728993e-01,1.200000000000000372e-02,1.400000000000001243e-02
5.440000000000000000e+02,1.667497842911955935e-02,1.236229256008011161e-03,1.528314258277518323e-01,1.200000000000000372e-02,1.400000000000001243e-02
5.450000000000000000e+02,1.649898657707920061e-02,9.024391101759240454e-04,1.564209410651220544e-01,1.100000000000000283e-02,1.300000000000001155e-02
5.460000000000000000e+02,1.687496961330754372e-02,7.103206195818178876e-04,1.572870116118880168e-01,1.100000000000000283e-02,1.400000000000001243e-02
5.470000000000000000e+02,1.689468424628448248e-02,2.204853019633587832e-03,1.542214360555683450e-01,1.200000000000000372e-02,1.400000000000001243e-02
5.480000000000000000e+02,1.646900296060847119e-02,2.043194669929772160e-03,1.573872741474230119e-01,1.200000000000000372e-02,1.400000000000001243e-02
5.490000000000000000e+02,1.656624544408284022e-02,1.054379349812540299e-03,1.590853044833948904e-01,1.100000000000000283e-02,1.300000000000001155e-02
5.500000000000000000e+02,1.671393672366004723e-02,1.333065213840418928e-03,1.608597065682480232e-01,1.100000000000000283e-02,1.400000000000001243e-02
5.510000000000000000e+02,1.692246492709264735e-02,1.850810241294016710e-03,1.557118112699211743e-01,1.100000000000000283e-02,1.400000000000001243e-02
5.520000000000000000e+02,1.634756841792475365e-02,1.634366133519478187e-03,1.632264774575378219e-01,1.000000000000000194e-02,1.400000000000001243e-02
5.530000000000000000e+02,1.648086554022062597e-02,2.417580023823282225e-03,1.614677144148821131e-01,1.100000000000000283e-02,1.400000000000001243e-02
5.540000000000000000e+02,1.709809395246356806e-02,9.567415997396388041e-04,1.593246599245195794e-01,1.100000000000000283e-02,1.400000000000001243e-02
5.550000000000000000e+02,1.718862113382716231e-02,1.265243438346775858e-03,1.592594543254949313e-01,1.100000000000000283e-02,1.400000000000001243e-02
5.560000000000000000e+02,1.660395437847528299e-02,1.940565954286380384e-03,1.641533090454923849e-01,1.100000000000000283e-02,1.400000000000001243e-02
5.570000000000000000e+02,1.711050071674949380e-02,1.875365914665161468e-03,1.641241615074423843e-01,1.100000000000000283e-02,1.400000000000001243e-02
5.580000000000000000e+02,1.754651796295544561e-02,2.567097412658718349e-03,1.594020721296787735e-01,1.200000000000000372e-02,1.400000000000001243e-02
5.590000000000000000e+02,1.665670931065574636e-02,1.984982553309028955e-03,1.684891569406005707e-01,1.100000000000000283e-02,1.400000000000001243e-02
5.600000000000000000e+02,1.623649041092032133e-02,3.037724099388512070e-03,1.697149100356644402e-01,1.100000000000000283e-02,1.400000000000001243e-02
5.610000000000000000e+02,1.780714791805870431e-02,1.629227291983713919e-03,1.644049519845859342e-01,1.100000000000000283e-02,1.499999999999999944e-02
5.620000000000000000e+02,1.696294652884951584e-02,2.462598227242128630e-03,1.672873986996905593e-01,1.200000000000000372e-02,1.499999999999999944e-02
5.630000000000000000e+02,1.714391433623242700e-02,2.105408818378297874e-03,1.716084127096555723e-01,1.100000000000000283e-02,1.499999999999999944e-02
5.640000000000000000e+02,1.712216832870872354e-02,1.783260596242140349e-03,1.729604016801848665e-01,1.100000000000000283e-02,1.499999999999999944e-02
5.650000000000000000e+02,1.668871639475268467e-02,2.403169666023088381e-03,1.723104717300038280e-01,1.100000000000000283e-02,1.400000000000001243e-02
5.660000000000000000e+02,1.658509263276948184e-02,1.923620914039615498e-03,1.747683511277504653e-01,1.100000000000000283e-02,1.300000000000001155e-02
5.670000000000000000e+02,1.691981016488000242e-02,2.115327156774413943e-03,1.758045034638453796e-01,1.100000000000000283e-02,1.300000000000001155e-02
5.680000000000000000e+02,1.686920227925924401e-02,1.303788491595117213e-03,1.801763169726208758e-01,1.100000000000000283e-02,1.400000000000001243e-02
5.690000000000000000e+02,1.780660119801451280e-02,1.319060330995181288e-03,1.805872501683244424e-01,1.100000000000000283e-02,1.400000000000001243e-02
5.700000000000000000e+02,1.746575543707501801e-02,1.266654186784608701e-03,1.810313994341746224e-01,1.100000000000000283e-02,1.300000000000001155e-02
5.710000000000000000e+02,1.684564161690552467e-02,1.420214160245450311e-03,1.846391767501037173e-01,1.100000000000000283e-02,1.300000000000001155e-02
5.720000000000000000e+02,1.706949755848657588e-02,1.741338608029675914e-03,1.861332949140981352e-01,1.100000000000000283e-02,1.300000000000001155e-02
5.730000000000000000e+02,1.734622940176567402e-02,7.307627819043903362e-04,1.887902254636708022e-01,1.000000000000000194e-02,1.400000000000001243e-02
5.740000000000000000e+02,1.745944117161985984e-02,4.076945773905705801e-04,1.903092424899837654e-01,1.000000000000000194e-02,1.400000000000001243e-02
5.750000000000000000e+02,1.757805647611754979e-02,4.093858421749224218e-04,1.910706881151632563e-01,1.000000000000000194e-02,1.400000000000001243e-02
5.760000000000000000e+02,1.757967022832842771e-02,9.622969566515793141e-04,1.917923327273208522e-01,1.100000000000000283e-02,1.400000000000001243e-02
5.770000000000000000e+02,1.744980231528838951e-02,9.193989840734513976e-04,1.951005097452625514e-01,1.000000000000000194e-02,1.400000000000001243e-02
5.780000000000000000e+02,1.719497489104194685e-02,6.780901814491934604e-04,1.988317856583033116e-01,1.000000000000000194e-02,1.300000000000001155e-02
5.790000000000000000e+02,1.761241291324702057e-02,8.682045435886906861e-04,1.957604162781147739e-01,1.100000000000000283e-02,1.300000000000001155e-02
5.800000000000000000e+02,1.765662950402057535e-02,8.087021145949227540e-04,1.979186039328768576e-01,1.100000000000000283e-02,1.400000000000001243e-02
5.810000000000000000e+02,1.793985311772264279e-02,3.915223651187161821e-04,1.996856844835806222e-01,1.000000000000000194e-02,1.400000000000001243e-02
5.820000000000000000e+02,1.866062516633676047e-02,7.388464613566664459e-04,1.995278534041815821e-01,1.000000000000000194e-02,1.400000000000001243e-02
5.830000000000000000e+02,1.835279460062795576e-02,1.492086180409340568e-03,2.001463910690788883e-01,1.100000000000000283e-02,1.400000000000001243e-02
5.840000000000000000e+02,1.724164292007544785e-02,2.574080518472715573e-03,2.074982967547925605e-01,1.100000000000000283e-02,1.400000000000001243e-02
5.850000000000000000e+02,1.801326234038242921e-02,1.233680446916045207e-03,2.038387462010531337e-01,1.100000000000000283e-02,1.400000000000001243e-02
5.860000000000000000e+02,1.737158937471920336e-02,8.573338997849825780e-04,2.078453314152098330e-01,1.000000000000000194e-02,1.400000000000001243e-02
5.870000000000000000e+02,1.762980809460444956e-02,6.272295264142270770e-04,2.037276683563272739e-01,1.000000000000000194e-02,1.400000000000001243e-02
5.880000000000000000e+02,1.848103288760211127e-02,1.352816881663503230e-03,1.979913522658525993e-01,1.100000000000000283e-02,1.400000000000001243e-02
5.890000000000000000e+02,1.798872264691520062e-02,1.958240982247907557e-03,2.048888405732423590e-01,1.100000000000000283e-02,1.499999999999999944e-02
5.900000000000000000e+02,1.825184447768053719e-02,1.188553056059352218e-03,2.054178629975149384e-01,1.000000000000000194e-02,1.499999999999999944e-02
5.910000000000000000e+02,1.846261146280905527e-02,7.122044436441416328e-04,2.026127369186097593e-01,1.000000000000000194e-02,1.400000000000001243e-02
5.920000000000000000e+02,1.800239896657175251e-02,7.207842566801561093e-04,2.039616163603957255e-01,1.000000000000000194e-02,1.400000000000001243e-02
5.930000000000000000e+02,1.835880690076101274e-02,1.479169534486751095e-03,2.019586615656752404e-01,1.000000000000000194e-02,1.400000000000001243e-02
5.940000000000000000e+02,1.764225836897289484e-02,1.615115646474964356e-03,2.001443971572802738e-01,1.000000000000000194e-02,1.300000000000001155e-02
5.950000000000000000e+02,1.782317957769456382e-02,1.546523056250763547e-03,1.994495256593812882e-01,1.000000000000000194e-02,1.400000000000001243e-02
5.960000000000000000e+02,1.789028484057051879e-02,9.480033305209396074e-04,1.968093516978579316e-01,1.000000000000000194e-02,1.400000000000001243e-02
5.970000000000000000e+02,1.818595237394408232e-02,2.332533568145493674e-04,1.983069902854121824e-01,1.000000000000000194e-02,1.400000000000001243e-02
5.980000000000000000e+02,1.808200735148607352e-02,0.000000000000000000e+00,1.986177384221103071e-01,9.000000000000001055e-03,1.499999999999999944e-02
5.990000000000000000e+02,1.793527488899447977e-02,4.390159444026254490e-04,1.943701503851388568e-01,1.000000000000000194e-02,1.400000000000001243e-02
6.000000000000000000e+02,1.828885297206144650e-02,5.242454408130841340e-05,1.934698625976846442e-01,1.000000000000000194e-02,1.400000000000001243e-02
6.010000000000000000e+02,1.728946608715502958e-02,1.430294476413561519e-03,1.934023963003202728e-01,1.000000000000000194e-02,1.400000000000001243e-02
6.020000000000000000e+02,1.681651664149995049e-02,1.539033690959910796e-03,1.931234188701181631e-01,1.000000000000000194e-02,1.300000000000001155e-02
6.030000000000000000e+02,1.696079532475584101e-02,7.993133674532976705e-04,1.951317639956286765e-01,9.000000000000001055e-03,1.300000000000001155e-02
6.040000000000000000e+02,1.679106934403504919e-02,2.200048612515735202e-03,1.918829287708478104e-01,1.000000000000000194e-02,1.300000000000001155e-02
6.050000000000000000e+02,1.646046458118525721e-02,6.863337645550081877e-04,1.893732912059211404e-01,9.000000000000001055e-03,1.300000000000001155e-02
6.060000000000000000e+02,1.671238118757511701e-02,0.000000000000000000e+00,1.900100484784248422e-01,9.000000000000001055e-03,1.300000000000001155e-02
6.070000000000000000e+02,1.677059923228352983e-02,0.000000000000000000e+00,1.884243313963662458e-01,8.000000000000000167e-03,1.300000000000001155e-02
6.080000000000000000e+02,1.654639431225470372e-02,7.016806918613748218e-04,1.852534564098829439e-01,9.000000000000001055e-03,1.300000000000001155e-02
6.090000000000000000e+02,1.597529567974348419e-02,7.737105452736384604e-04,1.896503959574379894e-01,9.000000000000001055e-03,1.200000000000001066e-02
6.100000000000000000e+02,1.639390009934257875e-02,6.767840046456639978e-04,1.861275401193088763e-01,9.000000000000001055e-03,1.200000000000001066e-02
6.110000000000000000e+02,1.656363418636838669e-02,1.819225119192171647e-04,1.852774775324112222e-01,9.000000000000001055e-03,1.300000000000001155e-02
6.120000000000000000e+02,1.654390441767416425e-02,1.752444458594715399e-04,1.834113766002745394e-01,9.000000000000001055e-03,1.200000000000001066e-02
6.130000000000000000e+02,1.606367047643577489e-02,1.181979523133360301e-03,1.834270862846822669e-01,9.000000000000001055e-03,1.300000000000001155e-02
6.140000000000000000e+02,1.583674955148427210e-02,4.582256486451579693e-04,1.860576262271382564e-01,8.000000000000000167e-03,1.200000000000001066e-02
6.150000000000000000e+02,1.587832925618292215e-02,3.273795291697948807e-04,1.859926559314763750e-01,8.000000000000000167e-03,1.200000000000001066e-02
6.160000000000000000e+02,1.624838293261384251e-02,3.583702496259425288e-04,1.830928074299824349e-01,8.000000000000000167e-03,1.200000000000001066e-02
6.170000000000000000e+02,1.520731356522718632e-02,7.018841431242089403e-04,1.872011885547224530e-01,8.000000000000000167e-03,1.100000000000000977e-02
6.180000000000000000e+02,1.531487848894833720e-02,8.557004612398677341e-04,1.863146061432168488e-01,8.000000000000000167e-03,1.200000000000001066e-02
6.190000000000000000e+02,1.496340426846398328e-02,1.509014218997280742e-03,1.870936405633573385e-01,8.000000000000000167e-03,1.100000000000000977e-02
6.200000000000000000e+02,1.571074203476369169e-02,6.257413587441011281e-04,1.865264573320115360e-01,8.000000000000000167e-03,1.200000000000001066e-02
6.210000000000000000e+02,1.527018808583813225e-02,1.081879973172763295e-03,1.872448686094636550e-01,8.000000000000000167e-03,1.200000000000001066e-02
6.220000000000000000e+02,1.521538312579625261e-02,7.648764320395203160e-04,1.867832142246668714e-01,8.000000000000000167e-03,1.200000000000001066e-02
6.230000000000000000e+02,1.506069641698526591e-02,1.225318666726386754e-03,1.849327573352511356e-01,8.000000000000000167e-03,1.100000000000000977e-02
6.240000000000000000e+02,1.481831625334399660e-02,1.921760026653626142e-03,1.852156177177572971e-01,8.000000000000000167e-03,1.100000000000000977e-02
6.250000000000000000e+02,1.444989500380510286e-02,1.286085257273890956e-03,1.870656572595657263e-01,8.000000000000000167e-03,1.100000000000000977e-02
6.260000000000000000e+02,1.425057154232029465e-02,7.929734066160483257e-04,1.892666629416647484e-01,6.999999999999999278e-03,1.100000000000000977e-02
6.270000000000000000e+02,1.406297743897593801e-02,1.934674992848077132e-03,1.916922182903349758e-01,8.000000000000000167e-03,1.100000000000000977e-02
6.280000000000000000e+02,1.426381245244817859e-02,1.775804302106632213e-03,1.874961159635835095e-01,9.000000000000001055e-03,1.000000000000000888e-02
6.290000000000000000e+02,1.491405104325807356e-02,3.240926431628776379e-05,1.888264257286757231e-01,6.999999999999999278e-03,1.100000000000000977e-02
6.300000000000000000e+02,1.444087741517138118e-02,5.486597119726981976e-04,1.893383670164992538e-01,6.999999999999999278e-03,1.100000000000000977e-02
6.310000000000000000e+02,1.441305238187037124e-02,6.342283439257857727e-04,1.896368548633344808e-01,8.000000000000000167e-03,1.100000000000000977e-02
6.320000000000000000e+02,1.395787693146881628e-02,5.205427322668527632e-04,1.934341810525080085e-01,6.999999999999999278e-03,1.000000000000000888e-02
6.330000000000000000e+02,1.367099422464909675e-02,8.926374816289902149e-04,1.892691034457414101e-01,6.999999999999999278e-03,1.100000000000000977e-02
6.340000000000000000e+02,1.412319157756577494e-02,7.069478925130950116e-05,1.913197829866295774e-01,5.999999999999998390e-03,1.100000000000000977e-02
6.350000000000000000e+02,1.403921175769176979e-02,2.655989305693304422e-04,1.886534605667471443e-01,6.999999999999999278e-03,1.100000000000000977e-02
6.360000000000000000e+02,1.396292034811492944e-02,3.600125899108958969e-04,1.891821191704095295e-01,6.999999999999999278e-03,1.100000000000000977e-02
6.370000000000000000e+02,1.335370257477406369e-02,0.000000000000000000e+00,1.898993977836880287e-01,5.999999999999998390e-03,1.200000000000001066e-02
6.380000000000000000e+02,1.381506101852472516e-02,0.000000000000000000e+00,1.863174351951154273e-01,5.999999999999998390e-03,1.000000000000000888e-02
6.390000000000000000e+02,1.315979129120096666e-02,0.000000000000000000e+00,1.857902779680240257e-01,5.999999999999998390e-03,1.000000000000000888e-02
6.400000000000000000e+02,1.381160716253569155e-02,6.362548453572248650e-05,1.789678236469936790e-01,5.999999999999998390e-03,1.100000000000000977e-02
6.410000000000000000e+02,1.380422282339508616e-02,0.000000000000000000e+00,1.791189547942048654e-01,5.999999999999998390e-03,1.000000000000000888e-02
6.420000000000000000e+02,1.349856508049662208e-02,2.491863287136329082e-05,1.743152987448874647e-01,5.999999999999998390e-03,1.000000000000000888e-02
6.430000000000000000e+02,1.273627493393586149e-02,7.166034095359203769e-04,1.764939587979617031e-01,5.999999999999998390e-03,1.000000000000000888e-02
6.440000000000000000e+02,1.256163598363478108e-02,1.589412614046249077e-03,1.691083608650099657e-01,6.999999999999999278e-03,9.000000000000007994e-03
6.450000000000000000e+02,1.209343016986076137e-02,1.297110883863516963e-04,1.699487056614092384e-01,4.999999999999997502e-03,9.000000000000007994e-03
6.460000000000000000e+02,1.141148239921276064e-02,7.600386651502835829e-04,1.646904605706682179e-01,4.999999999999997502e-03,9.000000000000007994e-03
6.470000000000000000e+02,1.166384511637432418e-02,5.442190262045268042e-04,1.630568771455713217e-01,4.999999999999997502e-03,9.000000000000007994e-03
6.480000000000000000e+02,1.176067950152131190e-02,3.132833680325739146e-05,1.600618088092821412e-01,4.999999999999997502e-03,9.000000000000007994e-03
6.490000000000000000e+02,1.123090521697224162e-02,6.305402082527892171e-04,1.568336240152110872e-01,4.999999999999997502e-03,8.000000000000007105e-03
6.500000000000000000e+02,1.059824536970922944e-02,1.657976474189789889e-03,1.518122668512342510e-01,4.999999999999997502e-03,9.000000000000007994e-03
6.510000000000000000e+02,1.022756903701182822e-02,1.969815633144496661e-03,1.415796173670968716e-01,5.999999999999998390e-03,8.000000000000007105e-03
6.520000000000000000e+02,1.038850803391814202e-02,7.791456779936617233e-04,1.393547030558592581e-01,4.999999999999997502e-03,8.000000000000007105e-03
6.530000000000000000e+02,1.033159728965277017e-02,3.775787555923242728e-04,1.374975090376221454e-01,3.999999999999996614e-03,8.000000000000007105e-03
6.540000000000000000e+02,8.990416100699097704e-03,7.608954687593805265e-04,1.368685620612216380e-01,3.999999999999996614e-03,7.000000000000006217e-03
6.550000000000000000e+02,8.966705733701283917e-03,6.864946823316077232e-04,1.315132040854823936e-01,3.999999999999996614e-03,8.000000000000007105e-03
6.560000000000000000e+02,8.997901277044279000e-03,6.637178901404192479e-04,1.225509060373321663e-01,3.999999999999996614e-03,7.000000000000006217e-03
6.570000000000000000e+02,8.128576869420674547e-03,1.792315807634059727e-03,1.167377944581760862e-01,3.999999999999996614e-03,7.000000000000006217e-03
6.580000000000000000e+02,8.206882656701611906e-03,1.308405355187237809e-03,1.113188711600100050e-01,3.999999999999996614e-03,7.000000000000006217e-03
6.590000000000000000e+02,7.537544365278476925e-03,2.269772283431191039e-03,1.051353480503609134e-01,3.999999999999996614e-03,6.000000000000005329e-03
6.600000000000000000e+02,8.023253466326618968e-03,1.178862781739814947e-03,9.966921853441587653e-02,3.999999999999996614e-03,6.000000000000005329e-03
6.610000000000000000e+02,7.266271126791564589e-03,1.384082818735855609e-03,9.947862073817456685e-02,3.999999999999996614e-03,6.000000000000005329e-03
6.620000000000000000e+02,7.178471000014498456e-03,3.634819143316597267e-04,9.787713835558513320e-02,2.999999999999995726e-03,7.000000000000006217e-03
6.630000000000000000e+02,6.608489906815276024e-03,0.000000000000000000e+00,9.005194272815073009e-02,2.999999999999995726e-03,5.000000000000004441e-03
6.640000000000000000e+02,6.583747216419803990e-03,0.000000000000000000e+00,8.038932710804125303e-02,3.999999999999996614e-03,5.000000000000004441e-03
6.650000000000000000e+02,5.962014358330424216e-03,0.000000000000000000e+00,7.892072747915349074e-02,2.999999999999995726e-03,5.000000000000004441e-03
6.660000000000000000e+02,5.980417825844994845e-03,2.170737771626834100e-04,7.545869525769573205e-02,2.999999999999995726e-03,5.000000000000004441e-03
6.670000000000000000e+02,4.893895411491806444e-03,5.799577856970477641e-04,7.331115544156899255e-02,2.999999999999995726e-03,3.000000000000002665e-03
6.680000000000000000e+02,5.070537391441198860e-03,1.174839078257426369e-03,6.788042267659234741e-02,2.999999999999995726e-03,3.000000000000002665e-03
6.690000000000000000e+02,4.876498027031052687e-03,1.253410412595941294e-03,6.202281334113175781e-02,2.999999999999995726e-03,4.000000000000003553e-03
6.700000000000000000e+02,5.270365971206926459e-03,0.000000000000000000e+00,5.571710273167045785e-02,1.999999999999994837e-03,5.000000000000004441e-03
6.710000000000000000e+02,5.359157129370410895e-03,0.000000000000000000e+00,5.501731034246797047e-02,1.999999999999994837e-03,5.000000000000004441e-03
6.720000000000000000e+02,4.847275733558940002e-03,2.846462089531600573e-04,4.981117319967238999e-02,1.999999999999994837e-03,5.000000000000004441e-03
6.730000000000000000e+02,3.367545237141754150e-03,1.092895342354789379e-04,5.042206272391765859e-02,1.999999999999994837e-03,3.000000000000002665e-03
6.740000000000000000e+02,3.555990837703354359e-03,0.000000000000000000e+00,4.801312521814725398e-02,9.999999999999939493e-04,3.000000000000002665e-03
6.750000000000000000e+02,3.025486610972058076e-03,2.823381048054015869e-04,4.532387977394798650e-02,9.999999999999939493e-04,3.000000000000002665e-03
6.760000000000000000e+02,2.803126037752126914e-03,1.713459740711206422e-03,4.594392725313679871e-02,1.999999999999994837e-03,3.000000000000002665e-03
6.770000000000000000e+02,2.049887652178626011e-03,1.637822396158623416e-03,3.923223975924527290e-02,1.999999999999994837e-03,2.000000000000001776e-03
6.780000000000000000e+02,2.693236883802497660e-03,1.841748256741906637e-03,3.385925140782773679e-02,1.999999999999994837e-03,2.000000000000001776e-03
6.790000000000000000e+02,1.875704825831854463e-03,1.960471458280839147e-03,3.537596636194939581e-02,1.999999999999994837e-03,1.000000000000000888e-03
6.800000000000000000e+02,2.083950545741982633e-03,1.172896687412337217e-03,3.114658812320527520e-02,9.999999999999939493e-04,1.000000000000000888e-03
6.810000000000000000e+02,2.787272698771597369e-03,1.507457313786461466e-03,2.936341073281322281e-02,9.999999999999939493e-04,2.000000000000001776e-03
6.820000000000000000e+02,2.533333627385713285e-03,3.443064356324580105e-04,2.961380803250840757e-02,0.000000000000000000e+00,2.000000000000001776e-03
6.830000000000000000e+02,2.450430297000696141e-03,6.499648578193350417e-04,2.922335769457087840e-02,9.999999999999939493e-04,2.000000000000001776e-03
6.840000000000000000e+02,1.746026561715897886e-03,1.410308081224141653e-03,2.882986265105777490e-02,9.999999999999939493e-04,1.000000000000000888e-03
6.850000000000000000e+02,1.881187596969628988e-03,2.090320355964163206e-03,2.215220985603795489e-02,1.999999999999994837e-03,2.000000000000001776e-03
6.860000000000000000e+02,1.847660384594692349e-03,1.344410660967821150e-03,1.923938460299344164e-02,9.999999999999939493e-04,2.000000000000001776e-03
6.870000000000000000e+02,2.008634502599793408e-03,2.187521704172697146e-03,1.706907360768012902e-02,1.999999999999994837e-03,2.000000000000001776e-03
6.880000000000000000e+02,1.357714979280134947e-03,2.280828329690377364e-03,1.994081510689727985e-02,1.999999999999994837e-03,1.000000000000000888e-03
6.890000000000000000e+02,1.060116134508598540e-03,1.154099546210683681e-03,1.660585049544660921e-02,9.999999999999939493e-04,1.000000000000000888e-03
6.900000000000000000e+02,2.320232693651537014e-03,2.600169145844706802e-03,9.826748993761881545e-03,1.999999999999994837e-03,1.000000000000000888e-03
6.910000000000000000e+02,6.451035623560616265e-04,3.114557758566332581e-03,1.614252858802411178e-02,9.999999999999939493e-04,0.000000000000000000e+00
6.920000000000000000e+02,8.310203697747938151e-04,3.049989263853929936e-03,1.535288784491147147e-02,9.999999999999939493e-04,1.000000000000000888e-03
6.930000000000000000e+02,9.425389160783795295e-04,2.950682959878624112e-03,1.247272033142210468e-02,9.999999999999939493e-04,2.000000000000001776e-03
6.940000000000000000e+02,1.600678859706285454e-03,2.018399717095476409e-04,7.855870989090343523e-03,0.000000000000000000e+00,0.000000000000000000e+00
6.950000000000000000e+02,1.832082488749803501e-03,2.689408725138479981e-03,6.483467975992750730e-03,1.999999999999994837e-03,1.000000000000000888e-03
6.960000000000000000e+02,9.047598295294118379e-04,1.347060785058731098e-03,6.158509191361004678e-03,9.999999999999939493e-04,0.000000000000000000e+00
6.970000000000000000e+02,3.718442098159567360e-04,2.332052842770342485e-03,7.466505523442526319e-03,9.999999999999939493e-04,1.000000000000000888e-03
6.980000000000000000e+02,1.620996321042763536e-03,1.190794983888744142e-03,7.846264820376017482e-03,9.999999999999939493e-04,1.000000000000000888e-03
6.990000000000000000e+02,1.310892402586917495e-03,6.304909577109820687e-04,7.541360087472613778e-03,0.000000000000000000e+00,1.000000000000000888e-03
7.000000000000000000e+02,9.664624238035490755e-04,8.950217511605421550e-04,4.891535279667030660e-03,9.999999999999939493e-04,1.000000000000000888e-03
7.010000000000000000e+02,1.294181626802904436e-03,4.497331944278662886e-04,3.200256565116636059e-03,9.999999999999939493e-04,1.000000000000000888e-03
7.020000000000000000e+02,1.427343577327970774e-03,2.049270867792307992e-05,1.437330377560194815e-03,9.999999999999939493e-04,0.000000000000000000e+00
7.030000000000000000e+02,1.592060318168307415e-03,1.941522304926109315e-03,0.000000000000000000e+00,1.999999999999994837e-03,0.000000000000000000e+00
7.040000000000000000e+02,2.011871026465165708e-03,8.979437027136681843e-04,0.000000000000000000e+00,9.999999999999939493e-04,0.000000000000000000e+00
